5 850 3 850 30
   0   0.0   0.0   0.0     0
   1  87.0 -18.0 643.0     0
   2  71.0 -19.0 622.0     0
   3  81.0 -11.0 727.0     0
   4  80.0 -17.0  50.0     0
   5  74.0 -16.0 235.0     0
   6  75.0  -9.0  30.0     0
   7  76.0  -6.0   5.0     0
   8  86.0 -11.0  43.0     0
   9  85.0 -19.0 398.0     0
  10  83.0 -19.0  81.0     0
  11  70.0 -10.0  14.0     0
  12  48.0  21.0 171.0     0
  13  23.0  33.0 209.0     0
  14  35.0  36.0  20.0     0
  15  38.0  42.0  13.0     0
  16  22.0  26.0  93.0     0
  17  51.0  21.0  16.0     0
  18  30.0  39.0   3.0     0
  19  30.0  26.0 391.0     0
  20  29.0  23.0  52.0     0
  21  27.0  20.0 905.0     0
  22  36.0  23.0  56.0     0
  23  28.0  20.0 203.0     1
  24  45.0  28.0  87.0     0
  25 -53.0  62.0  41.0     1
  26 -52.0  61.0   3.0     1
  27 -22.0 -10.0 410.0     1
  28 -29.0   3.0 678.0     1
  29 -30.0   3.0  24.0     1
  30 -33.0 -11.0  10.0     1
