6 850 4 850 25
   0   0.0   0.0   0.0     0
   1  -2.0  -5.0 1066.0    0
   2   3.0  -1.0 841.0     1
   3  -2.0   7.0  74.0     1
   4   3.0   0.0 687.0     1
   5   7.0  -3.0 175.0     1
   6  -5.0  -1.0 183.0     1
   7  -3.0   0.0 124.0     1
   8   0.0  -3.0   4.0     1
   9   4.0   1.0  81.0     1
  10   4.0  -5.0  56.0     1
  11  -2.0  -4.0  29.0     1
  12   5.0  -5.0  23.0     1
  13  -4.0   1.0   4.0     1
  14 -16.0  83.0 884.0     0
  15 -14.0  77.0 822.0     0
  16 -21.0  90.0  15.0     0
  17  -5.0  82.0  11.0     0
  18 -20.0  80.0 185.0     0
  19  -3.0  -8.0   4.0     0
  20 -30.0  15.0 225.0     0
  21 -14.0  24.0 286.0     0
  22   2.0  14.0 391.0     0
  23 -26.0  15.0  54.0     0
  24 -36.0   2.0 518.0     0
  25 -29.0   7.0 815.0     0
