1 750 1 10000   30
   0   0.0   0.0   0.0     0
   1  35.0 -56.0  50.0     0
   2  72.0 -58.0  50.0     0
   3  70.0 -66.0 170.0     0
   4  45.0 -40.0 297.0     1
   5  39.0 -40.0   9.0     1
   6  60.0 -50.0 630.0     0
   7  42.0 -59.0 179.0     1
   8  31.0 -46.0 179.0     0
   9  44.0 -58.0 216.0     1
  10  45.0 -67.0   4.0     0
  11  69.0 -46.0   9.0     0
  12  24.0   0.0 154.0     0
  13  12.0  -4.0 117.0     0
  14   1.0 -21.0  63.0     0
  15   3.0  29.0 436.0     0
  16  19.0 -13.0 905.0     0
  17  13.0 -14.0  14.0     0
  18  25.0  11.0   3.0     0
  19  24.0  23.0  10.0     1
  20   3.0   7.0 166.0     0
  21  23.0  19.0 211.0     1
  22   2.0  -7.0   8.0     1
  23  24.0  17.0 429.0     1
  24   0.0  -7.0   5.0     1
  25 -74.0 -22.0 136.0     1
  26 -64.0 -24.0 501.0     1
  27 -71.0 -19.0  93.0     1
  28 -65.0 -14.0 169.0     1
  29 -91.0 -26.0  22.0     1
  30 -76.0  -7.0   3.0     1
