6 1000 3 1000   30
   0   0.0   0.0   0.0     0
   1  35.0 -56.0  50.0     0
   2  72.0 -58.0  50.0     0
   3  70.0 -66.0 170.0     0
   4  45.0 -40.0 297.0     0
   5  39.0 -40.0   9.0     0
   6  60.0 -50.0 630.0     0
   7  42.0 -59.0 179.0     1
   8  31.0 -46.0 179.0     0
   9  44.0 -58.0 216.0     1
  10  45.0 -67.0   4.0     0
  11  69.0 -46.0   9.0     0
  12  24.0   0.0 154.0     0
  13  12.0  -4.0 117.0     0
  14   1.0 -21.0  63.0     0
  15   3.0  29.0 436.0     0
  16  19.0 -13.0 905.0     0
  17  13.0 -14.0  14.0     0
  18  25.0  11.0   3.0     0
  19  24.0  23.0  10.0     0
  20   3.0   7.0 166.0     0
  21  23.0  19.0 211.0     1
  22   2.0  -7.0   8.0     1
  23   5.0  23.0  25.0     0
  24  32.0   5.0 139.0     0
  25  14.0  25.0 213.0     0
  26 -16.0  -4.0 758.0     0
  27  24.0  17.0 429.0     1
  28   0.0  -7.0   5.0     1
  29 -74.0 -22.0 136.0     0
  30 -64.0 -24.0 501.0     1
