1 150 1 1000 40
   0     40.0    40.0     0       0
   1     22.0    22.0    18       1
   2     36.0    26.0    26       0
   3     21.0    45.0    11       1
   4     45.0    35.0    30       1
   5     55.0    20.0    21       0
   6     33.0    34.0    19       1
   7     50.0    50.0    15       1
   8     55.0    45.0    16       1
   9     26.0    59.0    29       1
  10     40.0    66.0    26       0
  11     55.0    65.0    37       0
  12     35.0    51.0    16       1
  13     62.0    35.0    12       0
  14     62.0    57.0    31       0
  15     62.0    24.0     8       1
  16     21.0    36.0    19       0
  17     33.0    44.0    20       0
  18      9.0    56.0    13       0
  19     62.0    48.0    15       0
  20     66.0    14.0    22       0
  21     44.0    13.0    28       0
  22     26.0    13.0    12       0
  23     11.0    28.0     6       0
  24      7.0    43.0    27       0
  25     17.0    64.0    14       0
  26     41.0    46.0    18       0
  27     55.0    34.0    17       1
  28     35.0    16.0    29       0
  29     52.0    26.0    13       1
  30     43.0    26.0    22       0
  31     31.0    76.0    25       0
  32     22.0    53.0    28       1
  33     26.0    29.0    27       1
  34     50.0    40.0    19       1
  35     55.0    50.0    10       1
  36     47.0    66.0    24       1
  37     30.0    60.0    16       1
  38     30.0    50.0    33       1
  39     12.0    17.0    15       1
  40     15.0    14.0    11       1
